groups,max_duplicates,rho,signal_strength,trials,method,brier,brier_mcse,log_loss,log_loss_mcse,accuracy,ece,confidently_wrong,sharpness
3,4,0.5,0.25,2500,estimated,0.1952274261316912,0.003620718786014165,0.571545396371714,0.008496794805209748,0.694,0.015119129964446072,0.0056,0.1975471718451684
3,4,0.5,0.25,2500,conservative,0.19752352257503364,0.00290680184733204,0.5791882581259403,0.006429001862845238,0.6988,0.0445316310205792,0.0004,0.15487077419191972
3,4,0.5,0.25,2500,naive,0.20767713617171107,0.005212498982450036,0.6288453834397414,0.015557409741412493,0.6924,0.09163561764482643,0.0432,0.2840356176448265
3,4,0.5,0.25,2500,one_per_group,0.2069968399652624,0.003330988819202227,0.5995718454268806,0.007540200779922632,0.6676,0.013171970437447295,0.0012,0.17086773890168241
3,4,0.5,0.75,2500,oracle,0.050636864354353314,0.0031449732582805277,0.16661842710118802,0.009516370535650673,0.9316,0.00958081651668054,0.0128,0.43553961918125206
3,4,0.5,0.75,2500,estimated,0.05103949214435381,0.003144033267556715,0.1680318850985572,0.009700380983045643,0.9292,0.010870509160770113,0.0116,0.43556609862043677
3,4,0.5,0.75,2500,conservative,0.052719731058561696,0.0028760186232370992,0.17883135779203033,0.008027451915240225,0.9252,0.023969184688980055,0.0076,0.40911979022606687
3,4,0.5,0.75,2500,naive,0.05781747560933518,0.0038969455167739476,0.2207182317235035,0.01701795189188832,0.9268,0.03797359273921285,0.0316,0.4620186966240415
3,4,0.5,0.75,2500,one_per_group,0.06980091272526157,0.0035349683185202942,0.22917366885597557,0.010478536181613268,0.9068,0.019091030912283063,0.0148,0.40554181036028564
3,4,0.75,0.25,2500,oracle,0.1995728208556196,0.0034022227394601757,0.5840534657036771,0.007801602715703434,0.6904,0.028409548130551517,0.0008,0.17791911461040746
3,4,0.75,0.25,2500,estimated,0.19988626643288368,0.003448850917299745,0.5853859507393778,0.007981631289699769,0.6944,0.023982302523526046,0.0024,0.17928547804570677
